Aircraft_ID,Aircraft.Category,Engine.Type,Registration.Number,Number.of.Engines,Make,Model,Aircraft.damage
393,Airplane,Reciprocating,N61766,1,Cessna,A185F,Substantial
394,Airplane,Reciprocating,N3643C,1,Cessna,180,Substantial
395,Airplane,Reciprocating,N25743,1,Piper,PA-38-112,Substantial
396,Airplane,Reciprocating,N7335E,1,Cessna,210A,Substantial
397,Airplane,Reciprocating,N8035J,2,Piper,PA-60,Substantial
398,Airplane,Reciprocating,N731RG,1,Cessna,A188B,Destroyed
399,Airplane,Turbo Shaft,N2272D,1,Bell,206B,Destroyed
400,Airplane,Reciprocating,N363VA,2,Piper,PA-60/601P,Substantial
401,Airplane,Reciprocating,N7178A,1,Cessna,172,Substantial
402,Airplane,Reciprocating,N68298,1,Cessna,152II,Substantial
403,Airplane,Reciprocating,N761MG,1,Cessna,210,Destroyed
404,Airplane,Reciprocating,N4802W,1,Rockwell,COMMANDER 114,Destroyed
405,Airplane,Reciprocating,N491A,2,Beech,BE-95-C55,Destroyed
406,Airplane,Reciprocating,N3942,1,Cessna,150,Destroyed
407,Airplane,Reciprocating,N79325,1,Cessna,172,Destroyed
408,Airplane,Turbo Prop,N192MA,2,Swearingen,SA-227,
409,Airplane,Reciprocating,N9243W,1,Weatherly,201C,Substantial
410,Airplane,Reciprocating,N1EJ,2,Cessna,310Q,Substantial
411,Airplane,Reciprocating,N7812Q,2,Cessna,414,Substantial
412,Airplane,Reciprocating,N8803H,1,Eagle,DW-1,Substantial
413,Airplane,Reciprocating,CGMYL,1,Cessna,210L,Destroyed
414,Airplane,Reciprocating,N3561G,1,Piper,PA-28-181,Substantial
415,Airplane,Reciprocating,N100CA,2,Cessna,421B,Substantial
416,Airplane,Reciprocating,N2396Z,1,Beech,23,Substantial
417,Airplane,Reciprocating,XAIJI,2,Piper,PA-23,Substantial
418,Airplane,Reciprocating,N8517Z,2,Beech,D18S,Substantial
419,Helicopter,Reciprocating,N9061Z,1,Robinson,R22,Destroyed
420,Airplane,Turbo Prop,N10AY,2,Beech,B90,Minor
421,Airplane,Reciprocating,N757PF,1,Cessna,152,Substantial
422,Airplane,Reciprocating,N9101U,1,Cessna,150,Substantial
423,Airplane,Reciprocating,N3404A,1,Piper,PA-20,Substantial
424,Airplane,Reciprocating,N8588T,1,Cessna,182C,Substantial
425,Airplane,Reciprocating,N24542,1,Cessna,152,Destroyed
426,Airplane,Reciprocating,N9361E,1,Aeronca,11AC,Minor
427,Airplane,Reciprocating,N1410Z,1,Beech,T-34B,Destroyed
428,Airplane,Reciprocating,N3318J,1,Cessna,150G,Substantial
429,Airplane,Reciprocating,N9344T,1,Piper,PA-38-112,Substantial
430,Airplane,Reciprocating,N3406C,1,Cessna,170,Substantial
431,Helicopter,Reciprocating,N1100W,1,Hughes,269C,Substantial
432,Airplane,Reciprocating,N14MC,2,Cessna,320C,Substantial
433,Airplane,Reciprocating,N761PK,1,Cessna,T210M,Substantial
434,Balloon,Unknown,N1522W,0,Barnes,FIREFLY-7,Substantial
435,Airplane,Reciprocating,N47559,1,Cessna,152,Substantial
436,Airplane,Reciprocating,N93338,1,Cessna,T21OL,Destroyed
437,Balloon,Unknown,N40688,0,Barnes,BALLOON AX7,Destroyed
438,Airplane,Reciprocating,N38540,1,Piper,PA-32-260,Destroyed
439,Airplane,Reciprocating,N4787E,1,Cessna,172N,Substantial
440,Airplane,Reciprocating,N1026M,1,Cessna,172L,Substantial
441,Glider,Unknown,N7740S,0,Schweizer,SGS1-260,Substantial
442,Airplane,Reciprocating,N23209,1,Piper,J3-F65,Substantial
443,Airplane,Reciprocating,N9688A,1,Cessna,140A,Substantial
444,Airplane,Reciprocating,N2361,1,Starduster Ii,,Substantial
445,Airplane,Reciprocating,N4912H,1,Cessna,152,Substantial
446,Helicopter,Reciprocating,N1773,1,Bell,47G,Substantial
447,,Reciprocating,N4732Y,1,Piper,PA-25-235,Minor
448,Airplane,Reciprocating,N2263K,1,Homebuilt,PDQ-2,Destroyed
449,Airplane,Reciprocating,N2524U,1,Piper,PA-28-161,Substantial
450,Airplane,Reciprocating,N8832L,1,Piper,PA-25-235C,Substantial
451,Airplane,Reciprocating,N50402,1,Bellanca,8GCBC,Substantial
452,Airplane,Reciprocating,N2395L,1,Piper,PA-38-112,Substantial
453,Helicopter,Turbo Shaft,N580P,1,Bell,206B III,Substantial
454,Airplane,Reciprocating,N5131U,1,Cessna,U206,Substantial
455,Airplane,Reciprocating,N7378L,1,Cessna,A152,Destroyed
456,Airplane,Reciprocating,N93846,1,Ercoupe,415-C,Destroyed
457,Helicopter,Turbo Shaft,N8690F,1,Hughes,500,Substantial
458,Airplane,Reciprocating,N1837R,1,Cessna,182RG,Substantial
459,Airplane,Reciprocating,N1418G,1,Beech,35-B33,Substantial
460,Airplane,Reciprocating,N38857,1,Piper,J3F-65,Substantial
461,Airplane,Reciprocating,N6318Q,1,Mooney,M20F,Substantial
462,Airplane,Reciprocating,N37WS,1,Smith Mini,,Substantial
463,Airplane,Reciprocating,N8293C,1,Piper,PA-18,Substantial
464,Helicopter,Turbo Shaft,N63AL,1,Bell,206B,Destroyed
465,Airplane,Reciprocating,N2741J,1,Cessna,150,Destroyed
466,Helicopter,Turbo Shaft,N1080S,2,Bell,12,
467,Airplane,Reciprocating,N9678B,1,Cessna,172RG,Substantial
468,Airplane,Reciprocating,N731EZ,1,Cessna,P210N,Substantial
469,Airplane,Reciprocating,N8177A,1,Cessna,170,Substantial
470,Airplane,Reciprocating,N55550,1,Piper,PA-32-300,Substantial
471,Airplane,Reciprocating,N180L,1,Beech,B35,Destroyed
472,Airplane,Reciprocating,N2394Y,1,Piper,PA-36,Destroyed
473,Airplane,Reciprocating,N3963F,1,Cessna,172,Destroyed
474,Airplane,Reciprocating,N25853,1,Cessna,152,Substantial
475,Airplane,Reciprocating,N6958L,2,Cessna,310K,Substantial
476,Airplane,Reciprocating,N5755Q,1,Mooney,M20E,Substantial
477,Airplane,Reciprocating,N34EE,2,Piper,PA-30,Substantial
478,Airplane,Reciprocating,N9530Q,2,Smith Aerostar,600,Substantial
479,Airplane,Reciprocating,N70541,1,Cessna,182L,Destroyed
480,Airplane,Reciprocating,N6135S,1,Beech,C-24R,Substantial
481,Airplane,Reciprocating,N5KH,2,Cessna,P337H,Substantial
482,Airplane,Reciprocating,N18320,2,Beech,B58,Substantial
483,Airplane,Reciprocating,N6125B,1,Cessna,152,Substantial
484,Glider,Unknown,N2835H,0,Schweizer,SGS-1-35,Substantial
485,Airplane,Reciprocating,N25759,1,Piper,PA-38-112,Substantial
486,Airplane,Reciprocating,N1145P,2,Piper,PA-23,Destroyed
487,Balloon,Unknown,N90790,0,Barnes,AX-7,
488,Airplane,Reciprocating,N4899F,1,Cessna,172,Destroyed
489,Airplane,Reciprocating,N58754,1,Cessna,182P,Substantial
490,Airplane,Reciprocating,N4088H,1,Mooney,M20K,Substantial
491,Airplane,Reciprocating,N94906,1,Taylorcraft,BC12-D,Substantial
492,Airplane,Reciprocating,N5678E,1,Cessna,150,Substantial
493,Airplane,Reciprocating,N734GH,1,Cessna,172N,Substantial
494,Airplane,Reciprocating,N7661Q,2,Cessna,310,Substantial
495,Airplane,Reciprocating,N9783J,1,Piper,PA-28-180,Substantial
496,Airplane,Reciprocating,N3427U,1,Cessna,182,Substantial
497,Airplane,Reciprocating,N1924J,1,Rockwell Intl,114,Destroyed
498,Airplane,Reciprocating,N1117U,1,Cessna,172M,Destroyed
499,Airplane,Reciprocating,N201WM,1,Mooney,M20J,
500,Airplane,Reciprocating,N6247R,1,Cessna,172RG,Substantial
501,Airplane,Reciprocating,N67771,1,Howard Aircraft Corp.,DGA-15P,Substantial
502,Airplane,Reciprocating,N777BZ,1,Cessna,172M,Substantial
503,Airplane,Reciprocating,N2150Q,1,Cessna,177RG,Substantial
504,Helicopter,Turbo Shaft,N16867,1,Bell,206B III,Substantial
505,Helicopter,Turbo Shaft,N59366,1,Hiller,UH-12E,Destroyed
506,Airplane,Reciprocating,N9374J,1,Cessna,T188C,Destroyed
507,Airplane,Turbo Fan,N6728,4,Boeing,707-131B,
508,Airplane,Reciprocating,N3505Q,1,Piper,PA-28-140,Minor
509,Airplane,Reciprocating,N7497J,1,Piper,PA-28R-180,Destroyed
510,Airplane,Reciprocating,N4681T,1,Cessna,TR182,Destroyed
511,Glider,Unknown,N37978,0,Schreder,RS-15,Substantial
512,Airplane,Reciprocating,N66252,1,Cessna,150,Substantial
513,Airplane,Reciprocating,N75029,1,Piper,PA-28-181,Substantial
514,Airplane,Reciprocating,N700W,2,Beech,E18S,Substantial
515,Airplane,Reciprocating,N6625Y,2,Piper,PA-23 250,Substantial
516,Airplane,Turbo Prop,N323BA,2,Swearingen,SA-266TC,Minor
517,Airplane,Reciprocating,N9256C,1,Piper,PA-28-181,Substantial
518,Airplane,Reciprocating,N3564E,1,Cessna,172,Substantial
519,Airplane,Reciprocating,N7266R,1,Beech,V35B,Substantial
520,Helicopter,Reciprocating,N99242,1,Hiller,12E,Substantial
521,Airplane,Reciprocating,N4987X,1,Rockwell,S-2R,Substantial
522,Airplane,Reciprocating,N3909Y,1,Cessna,210D,Substantial
523,Airplane,Turbo Fan,N778JA,2,Douglas,DC-9-82,
524,Airplane,Reciprocating,N739MG,1,Cessna,172,Destroyed
525,Airplane,Reciprocating,N8466V,1,Rockwell,S-2R,Destroyed
526,Airplane,Reciprocating,N8419J,1,Varga,2150A,Substantial
527,Airplane,Reciprocating,N8787F,1,Piper,PA-28-151,Substantial
528,Airplane,Reciprocating,N45078,1,Cessna,150M,Substantial
529,Airplane,Reciprocating,N8492B,1,Hatz,CB-1,Substantial
530,Airplane,Reciprocating,N3417L,1,Cessna,U-206,Substantial
531,Airplane,Reciprocating,N9464C,1,Cessna,180,Substantial
532,Airplane,Reciprocating,N88247,1,Bellanca,7GCBC,Substantial
533,Airplane,Turbo Prop,N26210,2,Nord Aviation,262A-12,Minor
534,Airplane,Reciprocating,N7721X,2,Cessna,T337C,Destroyed
535,Airplane,Reciprocating,N51394,1,Cessna,150J,Destroyed
536,Airplane,Reciprocating,N303RM,2,Beech,95-55,Minor
537,Airplane,Reciprocating,N71MH,2,Beech,95-B55,Substantial
538,Airplane,Reciprocating,N8542B,1,Cessna,172,Substantial
539,Airplane,Reciprocating,N1120F,1,Cessna,172G,Substantial
540,Airplane,Reciprocating,N5253J,2,Cessna,310,Substantial
541,Helicopter,Reciprocating,N9079M,1,Robinson,R22,Destroyed
542,Airplane,Reciprocating,N2402C,2,Piper,PA-38-112,Destroyed
543,Airplane,Reciprocating,N2935S,1,Piper,PA-28-181,Substantial
544,Airplane,Reciprocating,N1519T,2,Piper,PA-34-200,Substantial
545,Airplane,Reciprocating,N17818,1,Beech,F33A,Substantial
546,Airplane,Reciprocating,N7433Y,2,Piper,PA-30,Substantial
547,Airplane,Reciprocating,N21409,1,Cessna,182,Substantial
548,Airplane,Turbo Jet,N479CC,2,Cessna,501,Substantial
549,Airplane,Reciprocating,N4193Y,1,Bellanca,7ECA,Substantial
550,Airplane,Reciprocating,N3514F,1,Cessna,182J,Substantial
551,Airplane,Reciprocating,N733DU,1,Cessna,172,Substantial
552,Airplane,Reciprocating,N3738J,1,Beech,A36TC,Substantial
553,Airplane,Reciprocating,N260BB,1,Piper,PA-32,Substantial
554,Airplane,Reciprocating,N8534Y,1,Crook,M-1,Destroyed
555,Airplane,Reciprocating,N7498X,1,Cessna,172,Destroyed
556,Airplane,Reciprocating,N5870F,1,Cessna,210G,Destroyed
557,Airplane,Reciprocating,N1746N,1,Cessna,120,Destroyed
558,Airplane,Reciprocating,N6160L,1,American Yankee,AA-1,Destroyed
559,Airplane,Turbo Jet,KC135,4,Boeing,KC-135A,Destroyed
560,Airplane,Reciprocating,N2470P,1,Piper,PA-22-150,Destroyed
561,Airplane,Reciprocating,N83764,1,Piper,PA-32-301T,Substantial
562,Airplane,Reciprocating,N2281G,1,Cessna,182B,Substantial
563,Airplane,Reciprocating,N6475V,1,Helio,H-295,Substantial
564,Airplane,Reciprocating,N8554S,1,Cessna,182H,Substantial
565,Airplane,Reciprocating,N6346Q,1,Cessna,152,Substantial
566,Airplane,Reciprocating,N254B,1,Colonial,C-1,Substantial
567,Airplane,Reciprocating,N2039X,1,Cessna,182,Substantial
568,Airplane,Reciprocating,N757XU,1,Cessna,182,Substantial
569,Airplane,Turbo Prop,N707MA,2,Beech,200,Substantial
570,Airplane,Reciprocating,N9697J,2,Piper,PA-28,Substantial
571,Airplane,Reciprocating,N44ER,1,Cessna,172N,Substantial
572,Airplane,Reciprocating,N5621M,1,Taylorcraft,BC12-D,Substantial
573,Airplane,Reciprocating,N5298N,1,Cessna,182,Destroyed
574,Airplane,Reciprocating,N2105M,1,Piper,PA-28R-201,Destroyed
575,Airplane,Reciprocating,N9846Z,2,Beech,C-45H,Destroyed
576,Airplane,Reciprocating,N2965J,1,Cessna,T188C,Destroyed
577,Airplane,Reciprocating,N1578P,1,Piper,PA-18-135,Substantial
578,Airplane,Reciprocating,N3942Y,1,Cessna,210,Substantial
579,Airplane,Reciprocating,N9WF,1,Cessna,210M,Substantial
580,Airplane,Reciprocating,N30BW,1,Beech,B24R,Substantial
581,Airplane,Reciprocating,N159TC,1,Cessna,152,Substantial
582,Airplane,Reciprocating,N7154Q,1,Cessna,182P,Substantial
583,Airplane,Reciprocating,N6907R,1,Cessna,T210G,Substantial
584,Airplane,Reciprocating,N9243H,1,Cessna,172,Substantial
585,Airplane,Reciprocating,N8059K,1,Gulfstream American,G-164B,Substantial
586,Airplane,Reciprocating,N12JP,2,Piper,PA-31P,Substantial
587,Airplane,Reciprocating,N5643B,1,Cessna,182,Substantial
588,Airplane,Reciprocating,N6978H,1,Cessna,185,Substantial
589,Airplane,Reciprocating,N184VB,2,Beech,58,Destroyed
590,Airplane,Reciprocating,N98546,2,Cessna,340A,Destroyed
591,Airplane,Reciprocating,N6838A,2,Cessna,402C,Minor
592,Airplane,Reciprocating,N340RA,2,Cessna,340,Substantial
593,Airplane,Reciprocating,N761NJ,1,Cessna,T210M,Substantial
594,Airplane,Reciprocating,N18878,1,Beech,C24R,Substantial
595,Helicopter,Turbo Shaft,N2169X,1,Bell,206B,Substantial
596,,Turbo Shaft,N1069S,1,Bell,206 L-1,Substantial
597,Airplane,Reciprocating,N73828,1,Cessna,172N,Destroyed
598,Airplane,Reciprocating,N231AM,1,Mooney,M20K,Destroyed
599,Airplane,Reciprocating,N82622,1,Piper,PA-18-150,Destroyed
600,,Reciprocating,N5608J,1,Cessna,172N,Destroyed
601,Airplane,Reciprocating,N10914,1,Cessna,150,Destroyed
602,Airplane,Reciprocating,N2962W,1,Piper,PA-28RT-201,Substantial
603,Airplane,Reciprocating,N757JK,1,Cessna,152,Substantial
604,Airplane,Reciprocating,N91317,1,Piper,PA-38-112,Substantial
605,Helicopter,Reciprocating,N4029R,1,Hiller,UH12E,Substantial
606,Airplane,Reciprocating,N6449A,1,Cessna,182,Substantial
607,Airplane,Reciprocating,N40627,1,Piper,J3C-65,
608,Airplane,Reciprocating,N499W,2,Cessna,401,Destroyed
609,Airplane,Reciprocating,N8988P,1,Piper,PA-24-260,Destroyed
610,Airplane,Reciprocating,N33KC,2,Cessna,421,Destroyed
611,Airplane,Reciprocating,N223LW,1,Bede Aircraft,BD-4,Destroyed
612,Airplane,Reciprocating,N6879V,1,Mooney,M20F,Substantial
613,Airplane,Reciprocating,N8330B,1,Piper,PA-28-161,Substantial
614,Airplane,Reciprocating,N317PL,1,Cessna,180J,Substantial
615,Airplane,Reciprocating,N6286P,1,Piper,PA-24-250,Substantial
616,Airplane,Reciprocating,N86440,1,Cessna,A188B,Substantial
617,Helicopter,Reciprocating,N8565F,1,Bell,47J-2A,Substantial
618,Airplane,Reciprocating,N567LT,1,Beech,F35,Destroyed
619,Airplane,Reciprocating,N3910D,1,Cessna,182,Destroyed
620,Airplane,Reciprocating,N68655,2,Cessna,421C,Substantial
621,Gyrocraft,Reciprocating,N25PH,1,Benson,B-8M,Destroyed
622,Airplane,Reciprocating,N2952X,1,Cessna,177,Destroyed
623,Airplane,Reciprocating,N2374P,1,Piper,PA-38,Destroyed
624,Airplane,Turbo Jet,N87Y,2,Rockwell,NA-265-80,Minor
625,Airplane,Reciprocating,N8423U,1,Cessna,172F,Minor
626,Airplane,Reciprocating,N737QS,1,Cessna,172N,Destroyed
627,Airplane,Reciprocating,N738QS,1,Cessna,172N,Destroyed
628,Airplane,Reciprocating,N2623K,1,Luscombe,8E,Substantial
629,Airplane,Reciprocating,N6925Q,1,Beech,A23-24,Substantial
630,Airplane,Reciprocating,N1774K,1,Luscombe,8E,Substantial
631,Airplane,Reciprocating,N60761,1,Cessna,150,Substantial
632,Helicopter,Reciprocating,N101AE,1,Enstrom,F-28A,Substantial
633,Airplane,Reciprocating,N26JM,1,Mckinley Eaa,P-2 BIPLANE,Substantial
634,Glider,Unknown,N6511D,0,Airmate,HP-10,Substantial
635,Airplane,Reciprocating,N5252E,1,Cessna,210,Substantial
636,Helicopter,Turbo Shaft,N9143F,1,Hughes,H-369HS,Substantial
637,Airplane,Reciprocating,N5526Q,1,Mooney,M20E,Substantial
638,Airplane,Reciprocating,N757VV,1,Cessna,152,Substantial
639,Airplane,Reciprocating,N734KJ,1,Cessna,U206G,Destroyed
640,Airplane,Reciprocating,N761MZ,1,Cessna,T210M,Destroyed
641,Airplane,Reciprocating,N38795,1,Piper,PA-32R,Destroyed
642,Airplane,Reciprocating,N63335,1,Cessna,150,Destroyed
643,Helicopter,Reciprocating,N1KH,1,Robinson,R-22,Substantial
644,Airplane,Reciprocating,N28791,1,Grumman,AA-5B,Substantial
645,Airplane,Reciprocating,N3644T,1,Cessna,172M,Substantial
646,Glider,Unknown,N5701,0,B??lkow,PHOEBUS C,Substantial
647,Airplane,Reciprocating,N9131H,1,Cessna,172,Substantial
648,Airplane,Reciprocating,N63331,1,Cessna,150M,Destroyed
649,Helicopter,Turbo Shaft,N9829C,1,Aerospatiale,SA316B,Destroyed
650,Airplane,Reciprocating,N4915F,1,Cessna,172,Substantial
651,Airplane,Reciprocating,N5553N,1,Howard Aircraft Corp.,DGA-15P,Substantial
652,Airplane,Reciprocating,N25782,1,Cessna,152,Substantial
653,Airplane,Reciprocating,N5417A,2,Cessna,310B,Substantial
654,Airplane,Reciprocating,N30569,1,Cessna,177,Substantial
655,Airplane,Reciprocating,N2326S,1,Snow,AT-301,Substantial
656,Airplane,Reciprocating,N37174,2,Cessna,414,Destroyed
657,Airplane,Reciprocating,N2374F,1,Piper,PA-38,Destroyed
658,Airplane,Reciprocating,N5841U,1,Piper,PA-28-140,Destroyed
659,Airplane,Reciprocating,N50468,1,Bellanca,8KCAB,Destroyed
660,Airplane,Reciprocating,N2463F,1,Piper,PA-38-112,Substantial
661,Airplane,Reciprocating,N21944,1,Cessna,172,Substantial
662,Airplane,Turbo Prop,N9101F,2,Rockwell,690A,Substantial
663,Airplane,Reciprocating,N43393,1,Taylorcraft,BC-12D,Substantial
664,Airplane,Turbo Prop,N6069C,2,Beech,65-A90,Substantial
665,Airplane,Reciprocating,N714KR,1,Cessna,150,Substantial
666,Airplane,Reciprocating,N32329,1,Piper,PA-28-140,Destroyed
667,Airplane,Reciprocating,N257ER,2,Piper,PA-44,Minor
668,Airplane,Reciprocating,N3870X,1,Rockwell Commander,AC-100,Substantial
669,Airplane,Reciprocating,N8043Y,2,Piper,PA-30,Substantial
670,Airplane,Turbo Jet,N752TA,4,Boeing,707-123B,Substantial
671,Airplane,Reciprocating,N2861H,1,Piper,PA-28-201T,Substantial
672,Airplane,Reciprocating,N9239U,1,Cessna,150,Substantial
673,Airplane,Reciprocating,N3060E,1,Piper,PA-28-236,Substantial
674,Airplane,Reciprocating,N48952,1,Cessna,152,Substantial
675,Helicopter,Reciprocating,N222RP,1,Rotorway,SCORPION TOO,Destroyed
676,Airplane,Reciprocating,N6909J,1,Piper,PA-28-151,Destroyed
677,Airplane,Turbo Prop,N857H,2,Gulfstream,G159-C,
678,Airplane,Reciprocating,N20HR,2,Beech,65-88,Minor
679,Airplane,Reciprocating,N4909J,1,Piper,PA-28R-180,Substantial
680,Airplane,Reciprocating,N10459,1,Cessna,150L,Substantial
681,Airplane,Reciprocating,N21932,1,Cessna,150L,Substantial
682,Airplane,Reciprocating,N1964Q,1,Cessna,177RG,Substantial
683,Airplane,Reciprocating,N2558C,1,Piper,PA-38-112,Substantial
684,Airplane,Reciprocating,N6245Q,1,Cessna,152,Substantial
685,Airplane,Reciprocating,N575CF,1,Cessna,T182RG,Substantial
686,Airplane,Reciprocating,N3707N,2,Beech,58,Substantial
687,Helicopter,Turbo Shaft,N5739Y,1,Bell,206,Destroyed
688,Airplane,Reciprocating,N36969,2,Beech,58,Destroyed
689,Airplane,Reciprocating,N6896V,1,Mooney,M20F,Destroyed
690,Airplane,Reciprocating,N757HZ,1,Cessna,152,Substantial
691,Airplane,Reciprocating,N4734D,1,Cessna,182,Substantial
692,Airplane,Reciprocating,N8904W,1,Piper,PA-28-235,Substantial
693,Airplane,Reciprocating,N7552F,1,Champion,7GCBC,Substantial
694,Airplane,Reciprocating,N69646,2,Cessna,310Q,Substantial
695,Airplane,Reciprocating,N9455K,1,Stinson,108-2,Destroyed
696,Airplane,Reciprocating,N7452M,1,Cessna,175,Destroyed
697,Airplane,Reciprocating,N8063S,1,Cessna,150F,Substantial
698,Glider,Reciprocating,N7719,1,Fournier Aviation,RF4D,Substantial
699,Airplane,Reciprocating,N4929Y,1,Piper,25,Substantial
700,Airplane,Reciprocating,N6413S,2,Beech,95-B55,Substantial
701,Airplane,Reciprocating,N6220C,1,Cessna,T210N,Substantial
702,Airplane,Reciprocating,N6817T,2,Cessna,310D,Substantial
703,Airplane,Reciprocating,N2490T,1,Piper,PA-28-140,Destroyed
704,Airplane,Reciprocating,N4816X,1,Cessna,150G,Substantial
705,Airplane,Reciprocating,N2153T,1,Piper,PA-28-180,Substantial
706,Airplane,Reciprocating,N4709H,1,Piper,PA-11,Substantial
707,Airplane,Reciprocating,N81573,2,Piper,PA-32-301T,Substantial
708,Airplane,Reciprocating,N9852F,2,Curtiss-wright,C-46A,Substantial
709,Airplane,Reciprocating,N1118R,1,Mooney,M2OJ,Destroyed
710,Airplane,Turbo Prop,N5957K,2,Gulfstream American,690C,Destroyed
711,Airplane,Reciprocating,N22609,1,Cessna,150H,Substantial
712,Airplane,Reciprocating,N1104Q,1,Piper,PA-32R,Substantial
713,Airplane,Reciprocating,N94067,1,Ercoupe,415-C,Substantial
714,Airplane,Reciprocating,N2478Q,1,Cessna,182K,Substantial
715,Airplane,Reciprocating,N5518M,1,Aero Commander,100,Substantial
716,Airplane,Reciprocating,N4649B,1,Cessna,180,Substantial
717,Airplane,Reciprocating,N9LT,1,Piper,PA-24-250,Substantial
718,Airplane,Reciprocating,N5237C,1,Beech,B35,Destroyed
719,Airplane,Reciprocating,N2809K,1,Cessna,180K,Destroyed
720,Airplane,Turbo Prop,N62Z,2,Swearingen,SA226TC,Minor
721,Airplane,Reciprocating,N757QC,1,Cessna,152,Substantial
722,Airplane,Reciprocating,N4325Q,1,Cessna,172L,Substantial
723,Airplane,Reciprocating,N84344,1,Cessna,172K,Substantial
724,Airplane,Reciprocating,N2866M,1,Piper,PA-32-300,Substantial
725,Airplane,Reciprocating,N731AT,1,Cessna,A188B,Destroyed
726,Airplane,Reciprocating,N309MJ,1,Piper,PA-32R,Substantial
727,Airplane,Reciprocating,N100TK,1,Cessna,A185E,Destroyed
728,Airplane,Reciprocating,N2998R,1,Piper,PA-28R-200,Substantial
729,,Reciprocating,N23ER,1,Cessna,172,Substantial
730,Airplane,Reciprocating,N35919,1,Cessna,206-F,Substantial
731,Airplane,Reciprocating,N4936A,1,Cessna,180,Substantial
732,Airplane,Reciprocating,N1360H,1,Piper,PA-28-140,Substantial
733,,Reciprocating,N3587D,2,Piper,PA-31-350,Substantial
734,Airplane,Reciprocating,N21869,1,Cessna,172,Destroyed
735,Airplane,Reciprocating,N41045,2,Piper,PA-31-350,Minor
736,Helicopter,Turbo Shaft,N112CF,2,Mbb-bolkow,BO-105CBS,Destroyed
737,Airplane,Reciprocating,N9733R,1,Beech,M35,Destroyed
738,Airplane,Turbo Fan,N23BX,2,Rockwell,SABRELINER 65,Minor
